CBP_strain,ChrisName,LabName,Collection,Species,Soil_Type,Elevation,Lat_Degrees,Lat_Min,Lon_Degrees,Lon_Min,Date,Lat,Lon,calc_elevation,final_elevation
CBP-2218,96-12,96-12,96,spizizenii,Free,-260,,,,,,,,,*
CBP-2219,96-2,96-2,96,spizizenii,Free,-260,,,,,,,,,*
CBP-2221,96-4,96-4,96,spizizenii,Free,-260,,,,,,,,,*
CBP-2223,96-8,96-8,96,spizizenii,Free,-260,,,,,,,,,*
CBP-2237,98-2,98-2,98,spizizenii,Free,-260,,,,,,,,,*
CBP-2243,98-7b,98-7b,98,spizizenii,Free,-260,,,,,,,,,*
CBP-2244,98-9,98-9,98,spizizenii,Free,-260,,,,,,,,,*
CBP-2250,16B2,16B2,16,spizizenii,Free,-260,,,,,,,,,*
CBP-2251,16B3,16B3,16,spizizenii,Free,-260,,,,,,,,,*
CBP-2262,M13B10,M13B10,M13B,spizizenii,Free,-260,,,,,,,,,*
CBP-2263,M13C8,M13C8,M13C,spizizenii,Free,-260,,,,,,,,,*
CBP-2269,M16B1,M16B1,M16B,spizizenii,Free,-260,,,,,,,,,*
CBP-2278,M18B2,M18B2,M18B,spizizenii,Free,-260,,,,,,,,,*
CBP-2279,M18B3,M18B3,M18B,spizizenii,Free,-260,,,,,,,,,*
CBP-2280,M18B4,M18B4,M18B,spizizenii,Free,-260,,,,,,,,,*
CBP-2281,M18B5,M18B5,M18B,spizizenii,Free,-260,,,,,,,,,*
CBP-2282,M19B1,M19B1,M19B,spizizenii,Free,-260,,,,,,,,,*
CBP-2283,M19B2,M19B2,M19B,spizizenii,Free,-260,,,,,,,,,*
CBP-2284,M19B3,M19B3,M19B,spizizenii,Free,-260,,,,,,,,,*
CBP-2285,M19B4,M19B4,M19B,spizizenii,Free,-260,,,,,,,,,*
CBP-2286,M19B5,M19B5,M19B,spizizenii,Free,-260,,,,,,,,,*
CBP-2287,M20B1,M20B1,M20B,spizizenii,Free,-260,,,,,,,,,*
CBP-2295,M8B7,M8B7,M8B,spizizenii,Free,-260,,,,,,,,,*
CBP-2296,M8B8,M8B8,M8B,spizizenii,Free,-260,,,,,,,,,*
CBP-2303,N11C8,N11C8,N11C,spizizenii,Free,-260,,,,,,,,,*
CBP-2310,N12A6,N12A6,N12A,spizizenii,Free,-260,,,,,,,,,*
CBP-2311,N13A1,N13A1,N13A,spizizenii,Free,-260,,,,,,,,,
CBP-2318,N14A1,N14A1,N14A,spizizenii,Free,-260,,,,,,,,,*
CBP-2324,N15A9,N15A9,N15A,spizizenii,Free,-260,,,,,,,,,*
CBP-2336,N18A17,N18A17,N18A,spizizenii,Free,-260,,,,,,,,,*
CBP-2338,N18A19,N18A19,N18A,spizizenii,Free,-260,,,,,,,,,*
CBP-2340,N18A21,N18A21,N18A,spizizenii,Free,-260,,,,,,,,,*
CBP-2343,N19A13,N19A13,N19A,spizizenii,Free,-260,,,,,,,,,*
CBP-2348,N1C7,N1C7,N1C,spizizenii,Free,-260,,,,,,,,,*
CBP-2349,N20B1 I,N20B1 I,N20B,spizizenii,Free,-260,,,,,,,,,
CBP-2350,N20B1 II,N20B1 II,N20B,spizizenii,Free,-260,,,,,,,,,*
CBP-2365,N9A9,N9A9,N9A,spizizenii,Free,-260,,,,,,,,,
CBP-2366,N9A9I,N9A9I,N9A,spizizenii,Free,-260,,,,,,,,,*
CBP-2367,N9B17,N9B17,N9B,spizizenii,Free,-260,,,,,,,,,*
CBP-2369,N9B19,N9B19,N9B,spizizenii,Free,-260,,,,,,,,,*
CBP-2374,N9B24,N9B24,N9B,spizizenii,Free,-260,,,,,,,,,*
CBP-2376,N9B26,N9B26,N9B,spizizenii,Free,-260,,,,,,,,,*
CBP-2377,N9B27,N9B27,N9B,spizizenii,Free,-260,,,,,,,,,*
CBP-2381,N9C13,N9C13,N9C,spizizenii,Free,-260,,,,,,,,,*
CBP-2388,N9C7,N9C7,N9C,spizizenii,Free,-260,,,,,,,,,*
CBP-2389,N9C8,N9C8,N9C,spizizenii,Free,-260,,,,,,,,,*
CBP-2392,S10C1,S10C1,S10C,spizizenii,Free,,36,17.089,116,53.541,,36.28481667,-116.89235,-247.8,-247.8
CBP-2401,S11C7,S11C7,S11C,spizizenii,Free,,36,17.092,116,53.555,,36.28486667,-116.8925833,-246.2,-246.2
CBP-2403,S12C10,S12C10,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2404,S12C11,S12C11,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2405,S12C13,S12C13,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2406,S12C14,S12C14,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2408,S12C6,S12C6,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2409,S12C7,S12C7,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2410,S12C8,S12C8,S12C,spizizenii,Free,,36,17.092,116,53.564,,36.28486667,-116.8927333,-244.4,-244.4
CBP-2412,S13C11,S13C11,S13C,spizizenii,Free,,36,17.092,116,53.582,,36.28486667,-116.8930333,-240,-240
CBP-2414,S13C8,S13C8,S13C,spizizenii,Free,,36,17.092,116,53.582,,36.28486667,-116.8930333,-240,-240
CBP-2419,S16B1,S16B1,S16B,spizizenii,Free,-260,,,,,,,,,
CBP-2423,S17C3,S17C3,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-2424,S17C7,S17C7,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-2425,S17C8,S17C8,S17C,spizizenii,Free,,36,17.098,116,53.654,,36.28496667,-116.8942333,-229.4,-229.4
CBP-2427,S18C10,S18C10,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2431,S18C14,S18C14,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2433,S18C3,S18C3,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2434,S18C4,S18C4,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2435,S18C5,S18C5,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2436,S18C6,S18C6,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2438,S18C9,S18C9,S18C,spizizenii,Free,,36,17.1,116,53.667,,36.285,-116.89445,-227.3,-227.3
CBP-2440,S20B3,S20B3,S20B,spizizenii,Free,-260,,,,,,,,,
CBP-2451,S4B4,S4B4,S4B,spizizenii,Free,-260,,,,,,,,,
CBP-2456,T10C12,T10C12,T10C,spizizenii,Free,-260,,,,,,,,,*
CBP-2458,T11B2,T11B2,T11B,spizizenii,Free,-260,,,,,,,,,*
CBP-2463,T12C1,T12C1,T12C,spizizenii,Free,-260,,,,,,,,,*
CBP-2464,T12C18,T12C18,T12C,spizizenii,Free,-260,,,,,,,,,*
CBP-2469,T14B1,T14B1,T14B,spizizenii,Free,-260,,,,,,,,,*
CBP-2470,T14B2,T14B2,T14B,spizizenii,Free,-260,,,,,,,,,*
CBP-2471,T14B3,T14B3,T14B,spizizenii,Free,-260,,,,,,,,,*
CBP-2473,T14B5,T14B5,T14B,spizizenii,Free,-260,,,,,,,,,*
CBP-2487,T17B2,T17B2,T17B,spizizenii,Free,-260,,,,,,,,,
CBP-2488,T17B3,T17B3,T17B,spizizenii,Free,-260,,,,,,,,,*
CBP-2489,T17B4,T17B4,T17B,spizizenii,Free,-260,,,,,,,,,*
CBP-2490,T17B5,T17B5,T17B,spizizenii,Free,-260,,,,,,,,,*
CBP-2494,T18B3,T18B3,T18B,spizizenii,Free,-260,,,,,,,,,*
CBP-2495,T18B4,T18B4,T18B,spizizenii,Free,-260,,,,,,,,,*
CBP-2499,T18C8,T18C8,T18C,spizizenii,Free,-260,,,,,,,,,*
CBP-2503,T19C11,T19C11,T19C,spizizenii,Free,-260,,,,,,,,,*
CBP-2507,T20B2,T20B2,T20B,spizizenii,Free,-260,,,,,,,,,*
CBP-2526,T5B1,T5B1,T5B,spizizenii,Free,-260,,,,,,,,,*
CBP-2527,T5B10,T5B10,T5B,spizizenii,Free,-260,,,,,,,,,*
CBP-2528,T5B2,T5B2,T5B,spizizenii,Free,-260,,,,,,,,,*
CBP-2531,T5B5,T5B5,T5B,spizizenii,Free,-260,,,,,,,,,*
CBP-2533,T5B7,T5B7,T5B,spizizenii,Free,-260,,,,,,,,,*
CBP-2535,T5B9,T5B9,T5B,spizizenii,Free,-260,,,,,,,,,*
CBP-2541,T5C9,T5C9,T5C,spizizenii,Free,-260,,,,,,,,,*
CBP-2550,T8B1,T8B1,T8B,spizizenii,Free,-260,,,,,,,,,*
CBP-2551,T8B2,T8B2,T8B,spizizenii,Free,-260,,,,,,,,,*
CBP-2552,T8B3,T8B3,T8B,spizizenii,Free,-260,,,,,,,,,*
CBP-2553,T8B4,T8B4,T8B,spizizenii,Free,-260,,,,,,,,,*
CBP-3031,EC30O3B-G1,EC30O3B-G1,EC30O3FREE,spizizenii,Free,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3032,EC30O3B-G3-1,EC30O3B-G3-1,EC30O3FREE,spizizenii,Free,3058,36,27.76,117,12.482,1-Jun-17,36.46266667,-117.2080333,3056.8,3058
CBP-3033,EC30O4N-B4-1,EC30O4N-B4-1,EC30O4,spizizenii,Opuntia,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
CBP-3034,EC30O1B-J2,EC30O1B-J2,EC30O1FREE,spizizenii,Free,2971,36,27.744,117,12.537,1-Jun-17,36.4624,-117.20895,3066.1,2971
CBP-3035,EC30O2N-C1-4,EC30O2N-C1-4,EC30O2N-C1,spizizenii,Opuntia,2987,36,27.744,117,12.541,1-Jun-17,36.4624,-117.2090167,3068.8,2987
CBP-3079,EC30O4N-B1,EC30O4N-B1,EC30O4,spizizenii,Opuntia,3038,36,27.767,117,12.485,1-Jun-17,36.46278333,-117.2080833,3051.8,3038
